Częstotliwość (Hz)	Poziom (dB)
2403,643799	-60,330620
2406,335449	-59,639217
2409,027100	-59,704075
2411,718750	-58,412720
2414,410400	-59,479122
2417,102051	-60,983231
2419,793701	-59,933121
2422,485352	-58,466789
2425,177002	-58,915161
2427,868652	-60,520592
2430,560303	-61,000427
2433,251953	-57,904613
2435,943604	-54,587097
2438,635254	-51,681499
2441,326904	-50,345432
2444,018555	-50,759323
2446,710205	-52,751373
2449,401855	-56,786480
2452,093506	-56,139236
2454,785156	-53,154942
2457,476807	-51,361115
2460,168457	-50,507027
2462,860107	-50,569740
2465,551758	-51,090359
2468,243408	-53,056774
2470,935059	-56,142040
2473,626709	-58,112854
2476,318359	-56,346172
2479,010010	-58,333759
2481,701660	-58,599930
2484,393311	-58,104591
2487,084961	-57,741352
2489,776611	-59,204811
2492,468262	-59,239021
2495,159912	-61,668995
2497,851563	-58,918541
2500,543213	-61,124634
2503,234863	-60,562321
2505,926514	-58,140686
2508,618164	-56,305706
2511,309814	-57,267071
2514,001465	-59,900810
2516,693115	-61,166771
2519,384766	-64,496330
2522,076416	-60,345379
2524,768066	-57,301338
2527,459717	-56,074314
2530,151367	-57,560265
2532,843018	-60,339890
2535,534668	-62,354664
2538,226318	-63,810883
2540,917969	-61,860126
2543,609619	-60,761871
2546,301270	-61,669254
2548,992920	-61,146564
2551,684570	-64,367699
2554,376221	-65,994873
2557,067871	-65,565865
2559,759521	-64,154961
2562,451172	-61,826488
2565,142822	-59,764023
2567,834473	-60,603634
2570,526123	-60,601982
2573,217773	-61,488472
2575,909424	-57,872559
2578,601074	-59,133854
2581,292725	-57,522366
2583,984375	-60,109268
2586,676025	-58,119724
2589,367676	-58,819275
2592,059326	-59,498425
2594,750977	-60,919456
2597,442627	-60,969898
2600,134277	-64,196373
2602,825928	-63,234535
2605,517578	-63,470154
2608,209229	-61,709095
2610,900879	-61,875923
2613,592529	-60,658768
2616,284180	-61,446274
2618,975830	-62,453938
2621,667480	-63,395355
2624,359131	-65,600624
2627,050781	-63,090954
2629,742432	-64,557716
2632,434082	-62,486755
2635,125732	-64,608505
2637,817383	-64,558075
2640,509033	-68,470917
2643,200684	-66,191460
2645,892334	-66,627510
2648,583984	-65,909027
2651,275635	-65,746910
2653,967285	-65,304138
2656,658936	-65,397232
2659,350586	-66,152290
2662,042236	-65,347366
2664,733887	-65,323395
2667,425537	-64,915802
2670,117188	-67,431801
2672,808838	-65,583580
2675,500488	-66,823524
2678,192139	-65,570068
2680,883789	-68,292992
2683,575439	-69,717819
2686,267090	-74,875748
2688,958740	-73,292702
2691,650391	-73,367233
2694,342041	-71,352943
2697,033691	-69,582260
2699,725342	-68,619400
2702,416992	-70,107399
2705,108643	-69,753052
2707,800293	-70,772232
2710,491943	-71,992310
2713,183594	-71,897568
2715,875244	-73,280609
2718,566895	-74,082397
2721,258545	-73,635254
2723,950195	-73,628616
2726,641846	-72,174057
2729,333496	-73,956131
2732,025146	-72,480598
2734,716797	-72,056084
2737,408447	-71,211044
2740,100098	-71,910484
2742,791748	-72,627769
2745,483398	-73,460144
2748,175049	-72,520477
2750,866699	-73,093636
2753,558350	-71,681389
2756,250000	-72,007744
2758,941650	-72,146523
2761,633301	-73,939690
2764,324951	-74,635979
2767,016602	-74,042892
2769,708252	-73,636032
2772,399902	-72,593994
2775,091553	-72,504318
2777,783203	-74,193237
2780,474854	-73,680176
2783,166504	-74,241386
2785,858154	-74,663071
2788,549805	-74,442207
2791,241455	-75,092293
2793,933105	-75,739212
2796,624756	-74,138542
2799,316406	-71,910149
2802,008057	-71,764801
2804,699707	-70,840004
2807,391357	-70,118912
2810,083008	-70,210129
2812,774658	-72,184273
2815,466309	-74,258171
