Częstotliwość (Hz)	Poziom (dB)
1169,522095	-96,073036
1170,867920	-78,858963
1172,213745	-77,645615
1173,559570	-76,973236
1174,905396	-74,575424
1176,251221	-74,400581
1177,597046	-90,781487
1178,942871	-74,445747
1180,288696	-78,979073
1181,634521	-80,113068
1182,980347	-73,676033
1184,326172	-77,084450
1185,671997	-84,471184
1187,017822	-79,453362
1188,363647	-90,828346
1189,709473	-90,231133
1191,055298	-84,133614
1192,401123	-83,627869
1193,746948	-96,475426
1195,092773	-78,908127
1196,438599	-86,045341
1197,784424	-103,302216
1199,130249	-88,857826
1200,476074	-82,126350
1201,821899	-85,027283
1203,167725	-87,211235
1204,513550	-83,733772
1205,859375	-85,027748
1207,205200	-81,983002
1208,551025	-88,511200
1209,896851	-85,122330
1211,242676	-84,721466
1212,588501	-81,880791
1213,934326	-101,345436
1215,280151	-88,593170
1216,625977	-92,994217
1217,971802	-91,389908
1219,317627	-92,442680
1220,663452	-85,104698
1222,009277	-82,921227
1223,355103	-96,607750
1224,700928	-89,268135
1226,046753	-86,203545
1227,392578	-83,245773
1228,738403	-91,276794
1230,084229	-84,016953
1231,430054	-96,885117
1232,775879	-81,313553
1234,121704	-82,538155
1235,467529	-77,654396
1236,813354	-85,614906
1238,159180	-93,302597
1239,505005	-85,389534
1240,850830	-82,438301
1242,196655	-87,965569
1243,542480	-89,111084
1244,888306	-94,635895
1246,234131	-87,695694
1247,579956	-78,398018
1248,925781	-81,869858
1250,271606	-89,980698
1251,617432	-81,684837
1252,963257	-78,912895
1254,309082	-86,693176
1255,654907	-85,446678
1257,000732	-75,769783
1258,346558	-71,918243
1259,692383	-72,250099
1261,038208	-82,716171
1262,384033	-76,508179
1263,729858	-71,080666
1265,075684	-79,275475
1266,421509	-81,645554
1267,767334	-72,729805
1269,113159	-72,163734
1270,458984	-75,438713
1271,804810	-76,945801
1273,150635	-74,781479
1274,496460	-79,363426
1275,842285	-73,908066
1277,188110	-87,196655
1278,533936	-89,300110
1279,879761	-82,176392
1281,225586	-100,161934
1282,571411	-81,232712
1283,917236	-85,814941
1285,263062	-78,854225
1286,608887	-99,730011
1287,954712	-80,307678
1289,300537	-79,566490
1290,646362	-77,046257
1291,992188	-73,488228
1293,338013	-80,188110
1294,683838	-74,949448
1296,029663	-70,321732
1297,375488	-69,938354
1298,721313	-79,660370
1300,067139	-70,690636
1301,412964	-67,588806
1302,758789	-69,171494
1304,104614	-77,994995
1305,450439	-73,353767
1306,796265	-74,435898
1308,142090	-81,362778
1309,487915	-69,002220
1310,833740	-66,095444
1312,179565	-69,493912
1313,525391	-73,626770
1314,871216	-69,334518
1316,217041	-71,527496
1317,562866	-83,846886
1318,908691	-70,782272
1320,254517	-69,826111
1321,600342	-77,163101
1322,946167	-72,973465
1324,291992	-71,019775
1325,637817	-74,871017
1326,983643	-72,410698
1328,329468	-70,986534
1329,675293	-80,258621
1331,021118	-91,170433
1332,366943	-85,317024
1333,712769	-81,098373
1335,058594	-71,768303
1336,404419	-74,324165
1337,750244	-76,931320
1339,096069	-72,276833
1340,441895	-72,863136
1341,787720	-73,898468
1343,133545	-74,714966
1344,479370	-77,123878
1345,825195	-75,203476
1347,171021	-75,667496
1348,516846	-74,700424
1349,862671	-86,285622
1351,208496	-82,551636
1352,554321	-79,741676
1353,900146	-83,980324
1355,245972	-77,030853
1356,591797	-75,233093
1357,937622	-73,977654
1359,283447	-70,671097
1360,629272	-70,281364
1361,975098	-69,765640
1363,320923	-67,007416
1364,666748	-69,469055
1366,012573	-75,201401
1367,358398	-74,247726
1368,704224	-75,065590
1370,050049	-68,684280
1371,395874	-65,918724
1372,741699	-65,187538
1374,087524	-65,044159
1375,433350	-65,967499
1376,779175	-70,406471
1378,125000	-75,057892
1379,470825	-67,283913
1380,816650	-62,705547
1382,162476	-60,720375
1383,508301	-60,794609
1384,854126	-64,346390
1386,199951	-67,783653
1387,545776	-67,631050
1388,891602	-65,179207
1390,237427	-63,160877
1391,583252	-62,303791
1392,929077	-59,764133
1394,274902	-60,178238
1395,620728	-63,253429
1396,966553	-66,644379
1398,312378	-64,080406
1399,658203	-61,744488
1401,004028	-60,739902
1402,349854	-60,436298
1403,695679	-58,190994
1405,041504	-58,184589
1406,387329	-62,696819
1407,733154	-62,756237
1409,078979	-58,283829
1410,424805	-58,232368
1411,770630	-62,051517
1413,116455	-61,366074
1414,462280	-58,109421
1415,808105	-59,214916
1417,153931	-63,076992
1418,499756	-59,975853
1419,845581	-58,762596
1421,191406	-62,441513
1422,537231	-65,332550
1423,883057	-62,595501
1425,228882	-66,439018
1426,574707	-67,292297
1427,920532	-61,929298
1429,266357	-62,302181
1430,612183	-65,827965
1431,958008	-66,489754
1433,303833	-68,713127
1434,649658	-74,493828
1435,995483	-67,789497
1437,341309	-67,632271
1438,687134	-69,911659
1440,032959	-70,243744
1441,378784	-72,286995
1442,724609	-80,147636
1444,070435	-73,981949
1445,416260	-78,470161
1446,762085	-86,151924
1448,107910	-79,268143
1449,453735	-80,353760
1450,799561	-76,487679
1452,145386	-74,654358
1453,491211	-85,609528
1454,837036	-98,041389
1456,182861	-77,616890
1457,528687	-73,403519
1458,874512	-74,985352
1460,220337	-79,641464
1461,566162	-82,047112
1462,911987	-79,916466
1464,257813	-83,295883
1465,603638	-75,179047
1466,949463	-73,795197
1468,295288	-72,030579
1469,641113	-72,887695
1470,986938	-75,769302
1472,332764	-76,733971
1473,678589	-72,708260
1475,024414	-68,068069
1476,370239	-68,150696
1477,716064	-70,705864
1479,061890	-72,640327
1480,407715	-72,444710
1481,753540	-72,654373
1483,099365	-65,210754
1484,445190	-62,023705
1485,791016	-61,624599
1487,136841	-64,480156
1488,482666	-69,736000
1489,828491	-83,793655
1491,174316	-66,559662
1492,520142	-62,568954
1493,865967	-59,981472
1495,211792	-61,459171
1496,557617	-64,656998
1497,903442	-67,951370
1499,249268	-71,101936
1500,595093	-67,657272
1501,940918	-64,885994
1503,286743	-63,947903
1504,632568	-63,086723
1505,978394	-63,896145
1507,324219	-65,945923
1508,670044	-70,980873
1510,015869	-68,919960
1511,361694	-66,123131
1512,707520	-64,731888
1514,053345	-62,799744
1515,399170	-61,022968
1516,744995	-62,472309
1518,090820	-66,181313
1519,436646	-67,130341
1520,782471	-64,613060
1522,128296	-64,692230
1523,474121	-64,328438
1524,819946	-62,459667
1526,165771	-62,074123
1527,511597	-66,377083
1528,857422	-68,016747
1530,203247	-65,132088
1531,549072	-66,444534
1532,894897	-68,753128
1534,240723	-66,287247
1535,586548	-67,168022
1536,932373	-72,219513
1538,278198	-70,131424
1539,624023	-68,416664
1540,969849	-69,231613
1542,315674	-69,393921
1543,661499	-69,715263
1545,007324	-74,181480
1546,353149	-73,074913
1547,698975	-67,826157
1549,044800	-69,004761
1550,390625	-70,824310
1551,736450	-68,224258
1553,082275	-68,855438
1554,428101	-69,656914
1555,773926	-66,531212
1557,119751	-67,280174
1558,465576	-67,708824
1559,811401	-64,992912
1561,157227	-65,644836
1562,503052	-68,787338
1563,848877	-66,823471
1565,194702	-65,677147
1566,540527	-65,977867
1567,886353	-64,874458
1569,232178	-65,330193
1570,578003	-66,322739
1571,923828	-66,260506
1573,269653	-66,985504
1574,615479	-66,106903
1575,961304	-65,512329
1577,307129	-67,579552
1578,652954	-68,737778
1579,998779	-68,483017
1581,344604	-68,758347
1582,690430	-67,236649
1584,036255	-67,154495
1585,382080	-73,108406
1586,727905	-73,600983
1588,073730	-73,444725
1589,419556	-71,194313
1590,765381	-68,060623
1592,111206	-69,598625
1593,457031	-75,198624
1594,802856	-75,189125
1596,148682	-69,764359
1597,494507	-66,369560
1598,840332	-65,286591
1600,186157	-66,778435
1601,531982	-72,460030
1602,877808	-77,022285
1604,223633	-67,660919
1605,569458	-65,195465
1606,915283	-66,158951
1608,261108	-67,030731
1609,606934	-68,439674
1610,952759	-66,289261
1612,298584	-64,223228
1613,644409	-65,244934
1614,990234	-65,043640
1616,336060	-63,008549
1617,681885	-62,005440
1619,027710	-63,279293
1620,373535	-65,550652
1621,719360	-63,733055
1623,065186	-61,505859
1624,411011	-61,453373
1625,756836	-61,292259
1627,102661	-61,271614
1628,448486	-61,985310
1629,794312	-63,400135
1631,140137	-64,015587
1632,485962	-62,434216
1633,831787	-62,071514
1635,177612	-64,466476
1636,523438	-64,038857
1637,869263	-62,122772
1639,215088	-65,748360
1640,560913	-66,842125
1641,906738	-61,976776
1643,252563	-63,319309
1644,598389	-69,027954
1645,944214	-64,695763
