Częstotliwość (Hz)	Poziom (dB)
1640,625000	-58,146675
1646,484375	-54,682781
1652,343750	-53,732422
1658,203125	-53,642185
1664,062500	-53,546539
1669,921875	-55,662872
1675,781250	-58,535179
1681,640625	-57,674824
1687,500000	-58,366508
1693,359375	-58,399529
1699,218750	-57,055439
1705,078125	-56,578094
1710,937500	-55,683777
1716,796875	-55,954998
1722,656250	-58,450077
1728,515625	-60,709942
1734,375000	-60,984684
1740,234375	-61,324753
1746,093750	-61,257645
1751,953125	-57,092613
1757,812500	-56,125710
1763,671875	-56,159702
1769,531250	-56,241188
1775,390625	-55,637379
1781,250000	-55,999168
1787,109375	-56,813091
1792,968750	-58,244759
1798,828125	-57,502934
1804,687500	-56,693352
1810,546875	-57,296017
1816,406250	-57,941563
1822,265625	-59,952988
1828,125000	-61,841984
1833,984375	-60,002056
1839,843750	-60,516594
1845,703125	-61,499264
1851,562500	-62,546806
1857,421875	-63,881470
1863,281250	-64,783615
1869,140625	-62,797440
1875,000000	-59,507778
1880,859375	-58,392330
1886,718750	-60,144318
1892,578125	-61,366756
1898,437500	-60,091690
1904,296875	-58,875057
1910,156250	-59,636314
1916,015625	-60,851124
1921,875000	-60,938225
1927,734375	-59,800529
1933,593750	-59,483509
1939,453125	-60,965347
1945,312500	-63,177849
1951,171875	-62,287762
1957,031250	-63,844669
1962,890625	-63,709423
1968,750000	-63,087109
1974,609375	-61,987209
1980,468750	-61,198654
1986,328125	-61,692024
1992,187500	-62,986176
1998,046875	-62,183044
2003,906250	-59,461697
2009,765625	-57,139854
2015,625000	-57,264908
2021,484375	-59,767857
2027,343750	-59,908947
2033,203125	-59,130852
2039,062500	-61,051300
2044,921875	-65,923698
2050,781250	-68,316376
2056,640625	-62,796036
2062,500000	-58,921089
2068,359375	-57,962002
2074,218750	-59,134388
2080,078125	-60,056965
2085,937500	-60,717525
2091,796875	-62,890133
2097,656250	-66,451645
2103,515625	-69,529816
2109,375000	-70,794762
2115,234375	-68,956161
2121,093750	-68,196480
2126,953125	-69,411903
2132,812500	-67,931664
2138,671875	-69,672852
2144,531250	-71,814583
2150,390625	-69,839989
2156,250000	-69,382561
2162,109375	-68,506035
2167,968750	-68,755417
2173,828125	-70,954628
2179,687500	-70,807571
2185,546875	-69,592216
2191,406250	-71,417732
2197,265625	-71,125031
2203,125000	-71,432816
2208,984375	-70,587578
2214,843750	-70,867500
2220,703125	-71,334435
2226,562500	-68,967125
2232,421875	-68,560471
2238,281250	-66,506981
2244,140625	-65,754776
2250,000000	-67,806961
2255,859375	-69,633873
2261,718750	-70,070885
2267,578125	-69,624237
2273,437500	-68,018867
2279,296875	-67,918755
2285,156250	-67,764000
2291,015625	-66,785751
2296,875000	-66,448273
2302,734375	-66,169182
2308,593750	-66,402687
2314,453125	-66,833450
2320,312500	-67,454819
2326,171875	-65,713585
2332,031250	-64,451004
2337,890625	-63,907028
2343,750000	-63,458088
2349,609375	-63,956444
2355,468750	-65,512032
2361,328125	-65,203667
2367,187500	-65,077950
2373,046875	-66,149963
2378,906250	-64,858284
2384,765625	-62,571934
2390,625000	-62,972355
2396,484375	-62,733044
2402,343750	-60,554359
2408,203125	-59,823639
2414,062500	-60,973972
2419,921875	-63,071918
2425,781250	-65,309486
2431,640625	-64,686714
2437,500000	-62,949730
