257,344543457031
104,207367873536
53,9128035409698
2,32696412797082
25,1033352282974
22,1481981629698
2,34801120204641
13,7079085631033
14,1598214963463
2,46494373521963
9,17764105054122
10,636041910789
2,30736236764341
6,66916452666157
8,41038296083635
2,45345268415075
5,14627017433881
7,14245390202789
2,28814835800626
4,02015068398101
6,10358057930531
2,27656410456922
3,16032082097328
5,32548355118784
2,42213891194324
2,64130527565036
4,80095628296312
2,34230693699076
2,2054005073253
4,28113265191735
2,22233397263975
1,7017942097198
3,80712044879973
2,29937845311205
1,2740845887276
3,58806904637127
2,33113599550262
1,12437925206098
3,17351688408709
2,38615486173056
0,811852998783492
3,09247040057308
2,28331366838768
0,598062394603255
2,84873470175776
2,31793926288357
0,48231104334999
2,62150158756908
2,26567513698823
0,255655396286504
2,40948631952753
2,36358664280974
0,0950867557945491
2,32594035528566
2,39019713935165
0,0528254744913171
2,153787080916
2,47014809364645
0,283033120148889
2,22909278934024
2,5932514309657
0,397279527751131
2,25160652638717
2,79725131617488
0,576163445514855
2,34373315928241
3,28408123084401
0,927688628921415
2,80819989131293
4,38656559082875
1,77940050351584
4,31148411484588
9,2698059442197
5,92999757145126
39,8438234101678
28,3752260219022
4,7992282974391
3,89227158993409
5,14656457532563
2,07868236975442
1,73040454549908
2,99462041558877
1,37952111485633
1,05698345287266
2,18019750812247
1,17583116721882
0,786951045267037
1,71650487899091
1,14829695163785
0,627172475216871
1,45702101444093
1,0847411434967
0,348692116601785
1,48054458223891
1,02332831230211
0,285282570051593
1,3935810035134
0,972075154980825
0,20640128072372
1,28235041164406
0,921148453606272
0,102982530163921
1,1608093120716
0,987473562562819
0,115280971065814
1,04567758992162
0,914629205485371
0,035173407240618
0,925304453072441
0,993363345282238
0,130251948353605
0,935870611209923
0,962629485785849
0,175297516558238
0,813491877258901
1,04441317492853
0,222195243666211
0,772715322586677
1,06467891376946
0,227115747207676
0,784121341382722
0,92898681607817
0,284767491409595
0,621401788139008
0,979161201166033
0,400961727470707
0,649392686199939
0,945122702153476
0,422788428297592
0,567901259693876
0,998685531492498
0,339932351199214
0,434401295189358
0,924700584261129
0,500138410733915
0,41556184126861
0,931263337801425
0,571083566863057
0,458834452652911
0,86764175644097
0,607175779863209
0,374217979547094
0,913719807805462
0,56837644513951
0,319135961820482
0,855905997251741
0,61216951624569
0,280600402014941
0,849213388672535
0,556164444039354
0,171882889846155
0,79881651827102
0,595311063961256
0,108491407818326
0,754022694453871
0,634447459450546
0,0526385326483663
0,711510937312336
0,73682535594374
0,0680102292743744
0,742440786146399
0,656530542769722
0,115981660927169
0,671758362268841
0,77357600801436
0,132014150287466
0,726600711556525
0,748561041003108
0,128235807901
0,632656858625217
0,758641052985155
0,181815242306448
0,52414321508728
0,874560001925003
0,251117087237479
0,583735988551782
0,85146852476184
0,2414925769039
0,518680424597718
0,833421210964228
0,3788352091177
0,579127760987384
0,777778616277131
0,447415553708374
0,468478117463558
0,920502351637344
0,421895194172119
0,416653060055607
0,980764698903706
0,431608931615523
0,359779883530084
0,987690489804571
0,542854150185498
0,405074293178743
0,987030512187292
0,565508603940391
0,306193877340874
1,04491725302715
0,651115709780408
0,289660527285891
1,0782621294757
0,741582747186268
0,275570206098006
1,09190132162321
0,894259241280218
0,219732068345939
1,19982994004767
1,14620270539283
0,19753047210758
1,36348807916438
1,31339061493421
0,0665515846815958
1,65789061099668
1,6855144884886
0,0715607748000115
2,10083465444482
2,40832037551443
0,170460007650793
2,99439184580267
4,26077090380248
0,7920929664879
7,32920434080727
17,8657197532748
36,4073642019616
11,8564955873394
7,6998435817718
1,38919332925815
2,88059160812941
3,28180379323662
0,739014917369384
1,52565508260226
2,00779483188377
0,665471849138016
1,05266715158717
1,44226025317107
0,545777221683728
0,692171310177367
1,17133192400244
0,548244809603417
0,560594733780358
0,964284081905074
0,534768740720282
0,463081927977024
0,851429358604169
0,456527778559002
0,381894302454199
0,657461961715603
0,501894874910002
0,267645021048717
0,690673802377383
0,451751013773424
0,280076387354429
0,556677747100475
0,414606250715144
0,144940439952524
0,544526791477298
0,415889212681171
0,141809819837677
0,428344156038763
0,503623996758902
0,0763451974233747
0,483366827652789
0,395957390940548
0,0931571810828145
0,526669353378508
0,477045906861803
